Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"Please give option for tighter or old keyboard layout.
",1,632,"[0.08893249898898084, 0.25149508092376605]",2,0.014555182328804765,0.010755608982145207,0.8741815899347725,0.000953073420479358,0.012916881684890275,0.009549763096198875,0.0032069176737575095,0.0012993432681222027,0.00332853550280197,0.06791161039829677,0.001341493709730493
"Arrow keys are unnecessarily large.
",1,633,"[-0.03218635068888755, 0.18919363929516916]",2,0.0046901256893495625,0.006813793401191239,0.9847610433651014,0.0001044823328443194,0.0016018537744482673,0.00033760529998172966,0.0004594546989387662,9.9032646736649e-05,0.0007245061621103898,0.0003749824621665353,3.3120167131188305e-05
"1. Predictive text would be great while typing at anytime on the phone, not just for sms.
",1,634,"[-0.036093808743385095, -0.08235969753436492]",6,8.821574518221985e-05,0.0005219894702092593,0.00029522297786619794,0.002074428166628924,0.022167108075883617,0.00040862869578615836,0.9660707041526927,0.0015358468313208258,0.006782887595068436,3.736222963705775e-05,1.7606059724611782e-05
"The whole number/symbol entry screen needs to be redone.
",1,635,"[0.03323202939286555, -0.02650284089603205]",4,2.6202586096026393e-07,1.167008904078764e-06,1.8836587810475246e-06,1.0542404371753592e-06,0.9999672802601439,4.212507763459085e-06,1.827702005753238e-05,2.242395853643993e-06,3.330687535690819e-06,2.1116944110709775e-07,7.902522118889931e-08
"But one major flaw on this for a fast typer is the lack of MULTI TOUCH support.
",1,636,"[-0.019999424570333782, 0.06718869066203413]",4,0.013416476907235735,0.09317555282641152,0.1966256078383976,0.005860670275417162,0.5508297448670831,0.015194317550832568,0.05644058548847476,0.005892289450751145,0.05826057373598395,0.0036227381841377857,0.0006814428752747052
"And for god sake why don't you put an option to turn off ""family filter"" so i can write properly instead of seeing duck everytime i want to write something else.
",1,637,"[0.02514298297495084, -0.07282540958297624]",4,0.0003201819963455981,0.0014164875232767916,0.0015691863962270208,0.0037057942080743265,0.8720088921585596,0.005296568814616683,0.09873105511166524,0.009835557172407828,0.006749392828074824,0.00024451576322056357,0.0001223680275313308
"I wish you could still use swype but everything else is AWESOME
",1,638,"[0.16091233761297852, -0.03558354430611292]",5,0.00023395965165819765,0.0005695940190188028,0.0017799500591186813,0.0007317517362180256,0.03912239485642251,0.9476711450750427,0.003296465218233817,0.004222919295870582,0.0009698980147620115,0.0008425493350866988,0.00055937273856805
"Wish I had options to make font larger on the keys, like A.I. Keyboard.
",1,639,"[0.08946771445468403, 0.27485665222762423]",2,0.024429125609236872,0.015369135102978512,0.7981812183815411,0.0013578911469825066,0.015679622953038385,0.012150569686479441,0.004319355307580721,0.0018048286825322352,0.004621024689046825,0.12002568684379665,0.0020615415967865968
"Wish the keyboard could show Gtalk's emoticons.
",1,640,"[0.078164113954055, 0.23511861412326635]",2,0.007833777155082183,0.00641969409395981,0.9431617806778958,0.0005192884107688803,0.007956404612884275,0.00512528161638833,0.0018440489589972248,0.00070115976108768,0.00192178899969913,0.02390033816780288,0.0006164375454338931
"If there is a negative comparing the 2 it would be the lack of customisation compared to smart keyboard pro, which is endless!
",1,641,"[0.01633111145522798, 0.2123987092330849]",2,6.214969931652673e-05,5.837404914980842e-05,0.9997822266553483,2.2110970457046866e-06,3.6360974511101004e-05,1.2297506176632677e-05,8.861965482920609e-06,2.50150923126922e-06,1.1144137509254746e-05,2.260822244519285e-05,1.2641837832348662e-06
"It would also be nice to have more themes or support for third party themes.
",1,642,"[0.5294035937426894, 0.013537947103536356]",10,5.881451126127007e-07,7.559189423996476e-07,2.0738950347042615e-06,8.100504172288889e-07,3.129840139014341e-06,1.8959366827011884e-05,1.4046042106093192e-06,2.4850590934403537e-06,8.270960734038969e-07,9.921608464332391e-06,0.9999590444156854
"Why isn't the predictive typing working in dolphin browser?
",1,643,"[-0.17629636284097136, 0.0008283472379661822]",8,0.0010143118002703204,0.024480486657376208,0.00101854132372357,0.001596953747648444,0.0026704260543332454,0.00022978393848036607,0.009097547025689262,0.000400724387228243,0.9593968187353278,7.169068118487236e-05,2.2715648737714192e-05
"I like swype but the space bar is too small.
",1,644,"[0.11107007268732089, 0.05929837833170983]",4,0.004671979954475061,0.011325619249483597,0.09501724231598103,0.0039668115689736215,0.5489748999976775,0.2757650411414544,0.02257382406882768,0.009571730411868727,0.01092909399707648,0.014528715397331936,0.0026750418968500608
"Here's any idea you guys should come out with different key board themes for each holiday like if you agree
",1,645,"[0.3601788245387304, 0.08632762397573432]",10,0.00330232839010738,0.004367404861699894,0.01933655802196282,0.003118879669783287,0.025348723434890783,0.3422398775331792,0.007319297363850407,0.009590740772253208,0.004196076888428744,0.16990508814345331,0.4112750249203908
"It would be good if this paid for app would be a bit more configurable ie allow me to add an apostrophe on the main keyboard rather than have to go to the supplementary one
",1,646,"[0.04584094158995566, 0.05536904028274421]",4,0.002877611760253286,0.010465553360841571,0.06227039544789236,0.00217414924186288,0.8641069555830676,0.02325819886670499,0.018084143975315436,0.0036287675101494745,0.009896623088207194,0.0027181604936509516,0.0005194406720542154
"Smilies as default on the enter key are a deal breaker for me.
",1,647,"[-0.05752084188856972, 0.07322723837421204]",1,0.024872644104922792,0.32537354739444496,0.18599782031191164,0.007419909262497543,0.24776768199372792,0.010485169508863688,0.06693615351180304,0.00569633626720955,0.12158017135492943,0.0032427032859318103,0.000627863003757747
"Love the keyboards just Wish I could change typing sounds other than that great app!!
",1,648,"[0.0810618188162915, 0.29153386642511875]",2,0.034483649060042414,0.018860405712183056,0.7779142878729454,0.00156116948492557,0.016183534764580933,0.012160440203670903,0.004813403509656308,0.0020000807088834237,0.0053532131841823125,0.12438042523163786,0.0022893902672919924
"Wish they had some better looking themes
",1,649,"[0.5605314582205131, 0.018787977298429112]",10,7.813683847739518e-06,9.821587877308194e-06,2.6111178576171226e-05,1.0439003673468586e-05,3.755648903268253e-05,0.00019888890867197657,1.7589148163846918e-05,3.053994546972484e-05,1.0620829589293472e-05,0.00012473208038102414,0.9995258871447167
"Only thing missing is Welsh lang. Basque, Catalan, Galician, Icelandic... no Welsh?
",1,650,"[0.07250359763355914, -0.2927948268475914]",7,6.748527376575592e-05,0.0001835692077741937,0.00016710708988626463,0.005989813917909989,0.0016628800845591252,0.00105404699684437,0.0034912172254786726,0.9864699166222997,0.00073725169815637,7.365463496681191e-05,0.00010305724835896554
"Add Jelly Bean emoji support!
",1,651,"[0.06740214838790512, -0.07356067135795519]",4,0.0004668388327045016,0.001680562128751356,0.0026287073832381666,0.004059855084084606,0.8954285860301094,0.02388210868721577,0.04449434032329993,0.02099348998898535,0.005496577309810376,0.0005542629195310752,0.00031467131226933835
"Add more keyboard skins please!!!
",1,652,"[0.21664589984947022, 0.25596542337606554]",9,0.00041945653637938363,0.00036697747025668417,0.004822333755434346,8.154384265355437e-05,0.000866128308790134,0.0018235946091493139,0.00022899494610276538,0.0001447097537655803,0.00018933412373674946,0.9905593027315805,0.0004976239221507448
"The update killed it on my thunderbolt. :( it says its turned on but I only get factory keyboard when I type
",1,653,"[-0.20068987199904284, 0.19209004041665403]",1,0.41749644612535103,0.5619682497290707,0.009535561288780024,0.0005449470820210442,0.0019281182514450078,0.00040974761884394545,0.0016355919569269952,0.0002929669686491052,0.005753214078957288,0.0003709115920772784,6.424530787764304e-05
"I just wish they had more language options like Japanese and Chinese, which I hope will come soon.
",1,654,"[0.3042885515591912, -0.24238063094592244]",7,0.004663944740392502,0.008998919242106914,0.014912746875105689,0.03548626361992953,0.07625861816619095,0.33336650562448406,0.048610571033851975,0.36871810048413894,0.017811360822485488,0.015500340009907215,0.07567262938140672
"I'm hoping we are getting some new Good themes!!!
",1,655,"[0.4952282517553948, -0.00508930404337497]",10,1.651891782297226e-05,2.2106097147033224e-05,6.139933878365796e-05,2.4954818192054742e-05,0.00010287660815529347,0.0007480262216631341,4.43475365509304e-05,8.291902034963572e-05,2.5030621803773384e-05,0.00026769840247198057,0.9986041224170596
"Why they decided to put numbers on the left side and symbols on the right is beyond me (rather than numbers along the top and symbols on the rest).
",1,656,"[0.11040565746097623, -0.08856496106355755]",4,0.0013640163604119427,0.004095548955043032,0.007535463222957955,0.011230362683361651,0.5478695366360414,0.23834512657092438,0.06545962487378082,0.10879682514410795,0.011068253327734832,0.002419240131371244,0.0018160020942646418
"Please continue develop the Spanish language.
",1,657,"[0.09022410425785601, -0.21947480777109485]",7,6.340931512127076e-06,1.8264863542368434e-05,1.9500061870101063e-05,0.0003162698989369972,0.00032777262781681947,0.00019376075495796888,0.0004712966059940184,0.9985568815389947,7.207443989909792e-05,7.932789236294374e-06,9.905487239267146e-06
"It works well but there should be an option for adding custom words to the dictionary.
",1,658,"[0.10436129093465407, -0.15832202690680391]",7,0.0006460841363578996,0.0019097169034327005,0.002520703674068318,0.014423909616054978,0.07579370400101142,0.0434416029865114,0.04737856303631272,0.8052746547998231,0.006646186695944291,0.0009524223390853705,0.0010124518113981277
"Currently enter key does not commit best to match.
",1,659,"[-0.1597669618188879, 0.05537274032838821]",1,0.007617189413147411,0.7925445416328489,0.007035292124226944,0.002305713666598904,0.00888554560439456,0.0007872984452432254,0.013111797630455044,0.0008871957467592824,0.16644016695547928,0.0003078425684743991,7.741621237225215e-05
"Also not happy with the collection-of-data warning at the beginning of installation.
",1,660,"[-0.07306742028121652, -0.18345414606449498]",3,0.000268890580373183,0.0012044274495306838,0.0005624345436251748,0.5770088099646961,0.008406297462344317,0.0010388249699977254,0.3688877232352323,0.024472282527442327,0.01795394033447425,0.00011707289929860582,7.929603298542805e-05
"Love the keyboard and all its features, but I have not been able to bill my provider's acct for Google play downloads ever since installing it.
",1,661,"[-0.1193970198705596, 0.14071123441768307]",1,0.0175490873496815,0.9525636413835454,0.018196846590861133,0.000371254400898209,0.003017200950758086,0.00038980153435721907,0.001745920921661509,0.0002310590960814444,0.00564030155399228,0.000254035254873558,4.085096328972328e-05
"Without the personalized dictionary, I uninstalled it.
",1,662,"[-0.059836154238413396, -0.21161838215387468]",3,0.00022211591298193338,0.0008872568614763877,0.0004658156361940783,0.8201737496767697,0.0063131757400773205,0.0010530295397741369,0.11445230509093225,0.04669817843909837,0.00953687196158983,0.00011204401809513257,8.545712301085465e-05
"Also, they need to make enoticons easier to access...
",1,663,"[0.07218986674225267, -0.12460006872098038]",7,0.0012065128698584705,0.004074787350670471,0.005153750896443366,0.024390507503128402,0.36178731001626524,0.056615825896952736,0.1646361502549508,0.3634232875318285,0.01615220756272326,0.0014364229013021346,0.0011232372158764988
"Please add marathi and hindi language support and the app will be the perfect keyboard  for 5 stars.
",1,664,"[0.08473551027918594, -0.052404293420365906]",4,0.00040215299478302047,0.0013441728678525856,0.0027215829263376084,0.002171811309091097,0.9230885932982146,0.036361449669531004,0.019302778936425808,0.01028891800752037,0.0034190151705152634,0.0005917577015686482,0.00030776711815994957
"Please add the marathi and hindi font.
",1,665,"[0.2069688221685009, -0.1804645090424466]",7,0.001959356537733031,0.004466117991631065,0.007535054486401303,0.02022564677762667,0.07787621897303079,0.33964530455044617,0.0392819941873874,0.4816817479213365,0.010442080280600308,0.005296960885513498,0.011589517408293178
"Only complaint is it would be nice to import settings from the trial.
",1,666,"[0.16594402372837871, -0.055575569340191706]",5,0.0002816641778302773,0.0006881162317509159,0.0018881838810508188,0.001108242680584221,0.04151612717644162,0.9389585430613071,0.00463562874983037,0.007906003218434156,0.001272095406163429,0.0009586106172935563,0.0007867847993137574
"It would be nice if they had more keyboard customizing.
",1,667,"[0.2776762572354557, 0.2652845012984991]",9,1.333921150246173e-06,1.18693870530596e-06,9.942753071295297e-06,3.460438854314206e-07,2.949244173273999e-06,8.175159495748396e-06,8.78380400360183e-07,6.537468465986564e-07,6.961334778010845e-07,0.9999693966579513,4.441020842874273e-06
"Add some more themes, keypad and key press tones..
",1,668,"[0.3645896214636523, 0.22211936309387753]",9,0.0015809751930408941,0.001601340917333499,0.008800216599172968,0.0007095198958176225,0.0050082349883303935,0.021897315011655993,0.0016282177975005339,0.0015575660019804163,0.0011630837468591384,0.9181393448577778,0.037914184990530696
"Not as accurate as it used to be.
",1,669,"[-0.0749751919820088, -0.13086650670240949]",6,1.5483867435927023e-05,8.603792356501393e-05,3.5480970277091724e-05,0.002899612744632978,0.0007494764924916502,4.868139532887943e-05,0.9935133146712478,0.00045566898344110373,0.0021874772642235503,5.63703847502444e-06,3.1286488809549753e-06
"I only wish it was trace/swipe text capable.
",1,670,"[0.06971318454573697, -0.047866912013339945]",4,0.00015681029498569934,0.0005636057832441094,0.0010661654089595231,0.0008396322973829757,0.974625185421192,0.008529380325738613,0.009149601501131867,0.0032616154649619923,0.001518645066917449,0.00019580004613711603,9.355838934881041e-05
"Please make the tablet version an option inside this app.
",1,671,"[0.12373548347776675, -0.024485760506740374]",4,0.000986956782814796,0.0027265648839235462,0.00844860326890138,0.0029521679866760823,0.5018733503097698,0.4432250457383097,0.017773859567745593,0.013492647014302736,0.00484823129039345,0.00247505770381246,0.001197515453350449
"Only minor issue I have is I wish there was more themes for the key board
",1,672,"[0.3930750051579307, 0.30326287588847706]",9,0.002263242845353754,0.00198970594461954,0.009734264073012349,0.0007945192508436462,0.004497871763034083,0.013373196684482157,0.001696624224642696,0.0015297091400728357,0.0013304834184729793,0.9327480728617297,0.030042309793736267
"My favorite, really, but it makes me have to switch to other input methods because of the lack of Chinese support.
",1,673,"[0.02479960779575302, -0.15986791754464968]",7,0.0006442172957192177,0.0024090508218859823,0.0020785398951197282,0.04781963314517291,0.08194054659459683,0.010343691582127702,0.29607393039833974,0.5427981578039303,0.014957435037003792,0.0005247282326349355,0.00041006919346887487
"No problems at all, better than stock Samsung, but like others are saying, a personal dictionary would be great and the word shortcuts.
",1,674,"[-0.009957131304507896, -0.049430744277196195]",4,0.00041118743077173987,0.0023439488492332378,0.0019384903912484524,0.003327336423529886,0.7899438236721072,0.002633645080159247,0.18075286251236397,0.0041406693894150345,0.014218038766422313,0.0002060074091088787,8.399007564015461e-05
"SwiftKey plus chrome plus certain types of forms (particularly ones that require an email address) leads to a very ugly slow motion crash on ics.
",1,675,"[-0.17397049926646485, 0.1286016412028385]",1,9.705808665466901e-06,0.9999808615708915,2.675725269529301e-06,2.226803178644055e-07,9.408534352740434e-07,1.346373792435423e-07,8.715297827185784e-07,1.0865294835671973e-07,4.377841932335418e-06,8.419999783292765e-08,1.6499379826389354e-08
"need to fix arabic on jelly bean
",1,676,"[-0.10156848598760373, -0.19414002357198432]",3,6.883138837731438e-05,0.0003095178405222848,0.0001260222624968299,0.9467437370755611,0.00138615970846316,0.00019633730619816043,0.04232225710719736,0.0036210729024475107,0.0051822739852578495,2.6235691441639224e-05,1.7554732036555866e-05
"Recently experiencing freezing at times in landscape.
",1,677,"[-0.061956351386530606, -0.10678903135810872]",6,4.198001730921188e-10,2.4995173842044416e-09,1.0993878925921729e-09,2.7087839372935884e-08,3.456653721532591e-08,1.4241822918242193e-09,0.9999998656159331,8.935163634868546e-09,5.811814663061812e-08,1.545813693124177e-10,7.89108861351261e-11
"Every time I'm typing a long status on face book this keyboard will take words I'm typing and put them in the beginning of the status.
",1,678,"[-0.24165796814353294, 0.06573121623663841]",1,0.026411028646958885,0.776713537182508,0.008698121887400379,0.005179291308394984,0.008095409295317607,0.0012195071074275299,0.01490111265534462,0.00161032690551543,0.1563988195876068,0.0006066858850884883,0.0001661595384373335
"uses excessive amounts of ram...
",1,679,"[-0.06370830674309425, -0.07189840424289418]",6,9.02322390154452e-05,0.0006452033981333776,0.0002602183311642526,0.0017909805564817528,0.009684882466075755,0.00023620986183107032,0.9705331795939393,0.0007738682976774174,0.015944540192086663,2.838140557356275e-05,1.2303658021256042e-05
"I tend to hit the letter ""b"" instead of the space bar sometimes and it fails to predict that I'm trying to hit the space bar.
",1,680,"[-0.12123858494238042, 0.009908453506611205]",8,0.0031764953179457835,0.07247975288355529,0.006023738610769162,0.0045959895486482275,0.025451061118601945,0.0012493389783995864,0.055565611092808255,0.001729976612389728,0.8293104732052542,0.00032303166640696844,9.453096522095623e-05
"This crashes at minimum ten times a day during web browsing via Chrome.
",1,681,"[-0.1486187788083933, -0.10499293520201461]",8,0.0005170252795401449,0.0038453825565440036,0.0007832162836249309,0.034506814726970154,0.00616285044936899,0.0005341746315482304,0.20053266082105775,0.002525543908426026,0.7504428814768573,0.00010172648501720212,4.7723381045255215e-05
"the. com button when typing in a browser url is the most annoying thing about this keyboard.
",1,682,"[-0.13704630927158354, 0.16038357110098825]",1,0.029289146966419936,0.953790016687834,0.01053132730422498,0.00023391624500406375,0.0014934281728289057,0.00023415899823183656,0.000953583318252036,0.0001417866225011982,0.00312686543588688,0.00017782218608522105,2.794806273078422e-05
"I love the keyboard but when I type texting 6 times and it shows tearing I get a bit frustrated.
",1,683,"[-0.13423779192014856, 0.2737615956722469]",0,0.9882124671437852,0.006037368439028083,0.004671948651193481,5.256452876410903e-05,0.0002685563752084707,8.17412312265126e-05,0.00015471598675306471,3.837462497425499e-05,0.0003352418008986342,0.00013237482622303188,1.4646391945215177e-05
"Gets removed as default keyboard after every reboot.
",1,684,"[-0.21589802741240316, 0.2598137923983567]",0,0.9927765382239317,0.005743538411016454,0.0008186989673348643,3.982353368998515e-05,0.00012917711422075282,3.6950615093998654e-05,0.00010198892300872056,2.3760054155242807e-05,0.00027632814187634666,4.6018205994997744e-05,7.177809676840224e-06
"Too bad, because I did enjoy the features of SwiftKey, but I make so many errors using SwiftKey on the HOX that I can't use it.
",1,685,"[-0.09947959520418732, 0.1301857755055702]",1,0.02998424506332176,0.8554347232803219,0.07443874428181843,0.0011451686153444716,0.012512851774406667,0.001387367323903509,0.006066065474168528,0.0007623659851941552,0.017323816877953854,0.000815374907250553,0.00012927641631608265
"Can you PLEASE fix the lag with ics?
",1,686,"[-0.06110020449359639, -0.013488610440839852]",6,0.0031173661199612795,0.03076652836008804,0.011727805408241549,0.010335639297878304,0.3244875430574854,0.004787392434260768,0.35813969815160435,0.00628478786962506,0.2493719319294125,0.000742772818359562,0.00023853455308332736
"But won't  stay as default when start up or reboot?
",1,687,"[-0.1494086577112838, -0.0021497728365737156]",8,0.0006203301774863717,0.01393246137773442,0.0008435843106472482,0.0011888420629049994,0.003006120246706176,0.00019948576147819162,0.010405694443821919,0.0003368696256466689,0.969394209646225,5.507906457424123e-05,1.7323282774709972e-05
"Constantly crashes, slows down the phone, and uninstalls active language to force internet connection establishment.
",1,688,"[-0.1635884019085449, -0.14707232717098848]",3,0.0011373392308426423,0.006593229148925258,0.001599160812548903,0.3906884089783745,0.011120844921570259,0.001357301421334677,0.2608021602207701,0.009135896269799961,0.3171692297644141,0.00025811127634868487,0.00013831795507099364
"This app shouldn't require constant internet connection to work.
",1,689,"[-0.05374102828547027, -0.13103344583278623]",6,1.3695940142790144e-05,7.142021046844385e-05,3.509967947355922e-05,0.0019366862524882675,0.0010161564721160082,5.9092747923294975e-05,0.9949762931370152,0.0006320343078754501,0.0012503369269252016,5.835521707451907e-06,3.3488038645482366e-06
"Font doesn't change with theme.
",1,690,"[0.22076800473908098, 0.02477708864223864]",5,6.656458568293728e-05,0.0001230662566417096,0.0006021294112614052,9.593949470095725e-05,0.0024224829653466265,0.9947183823014373,0.000331029842630122,0.0003805898848506534,0.00014404021178312216,0.0007263225721321271,0.0003894524735331703
"Backspace is often triggered as well randomly.
",1,691,"[-0.11111335743886053, -0.02837603018592176]",8,0.0006624325312653376,0.008611032597676692,0.001392167482447374,0.003287665516064675,0.01274186570922923,0.0005168987611093061,0.08130311724856215,0.001026578785638852,0.8903188455267509,0.00010348963788784378,3.590620336757753e-05
"The default keyboard setting for SwiftKey is going away when I remove the battery.
",1,692,"[-0.19600166953658668, 0.29237340901943343]",0,0.9989247021361299,0.0007153378456347507,0.00022787237142956734,7.832381065831e-06,2.7810197687960067e-05,8.918903759388419e-06,1.9898697778990657e-05,5.111388977222318e-06,4.728976218975776e-05,1.3382353834954538e-05,1.8439615118678963e-06
"Suggestions are awesome, but not many things annoy me as much as when I type something and SwiftKey changes it to something wrong even though I didn't choose a suggtion.
",1,693,"[-0.08043691479175868, 0.19318785537740674]",2,0.16465829441219926,0.24188266568517283,0.5598733350395287,0.0011715597330262005,0.011714644943764561,0.002284725611214389,0.004819499152887252,0.0009235748660902543,0.010035624946412155,0.0023736065231097217,0.00026246908659465385
"Chrome + SwiftKey = constant freeze and crash.
",1,694,"[-0.19580692082699222, 0.1697737548901006]",1,0.07135333065489642,0.9180895661148291,0.004245709764185416,0.0002826439365325513,0.0010211060853289483,0.00019347125456952582,0.0009042087265110241,0.00014550273522521731,0.003580986245085202,0.00015524931705847465,2.8225165778278724e-05
"It's getting tedious setting SwiftKey as my keyboard each time.
",1,695,"[-0.14929397007883652, 0.31851933289902346]",0,0.9866715194208981,0.0060613202142699735,0.005424358833048033,9.74114399991194e-05,0.0004187466192006299,0.00015120518983942913,0.000255880851911202,7.20224148447981e-05,0.0005225257462419286,0.00029279360214600115,3.2215667600375645e-05
"The space that inserts after a punctuation is fairly annoying.
",1,696,"[-0.08676366770487759, -0.13182027803192714]",6,4.307525272041319e-05,0.00024574348438464506,9.23847101580616e-05,0.009531941620256994,0.0016355406190884676,0.00011532984998739454,0.9796432235750085,0.001021121045230365,0.007649224233759919,1.4477465000403471e-05,7.938144404763679e-06
"And 30 to 40 mb is too much for a keyboard.
",1,697,"[-0.11247823951936868, 0.20191544919694596]",0,0.43266217072329227,0.39326427796646296,0.14954220228574652,0.000977743525685582,0.00712587608007346,0.0014605094474967094,0.0036657490289587384,0.000695190183474215,0.00887356778066984,0.0015428442817763271,0.00018986869636350984
"Doesn't predict swears, custom words, or abbreviations w/ symbols (ie. ""w/"").
",1,698,"[-0.043602997283155955, -0.27023162222107205]",3,0.0003806428054050182,0.0012748760708964889,0.0007637406092944991,0.7289009113169373,0.00760682567867388,0.0021469432254810545,0.050821134270963735,0.19871016447752834,0.00894498535478942,0.00023237936886128565,0.00021739682116902773
"You select the correct spelling and nothing happens.
",1,699,"[-0.23149976438847447, -0.2168109374679078]",3,0.002184966050336775,0.008947608967478687,0.0024283783250109233,0.774082942958636,0.010415641782212276,0.0022162127013299238,0.07874756613742889,0.015594858441937944,0.10454389933573452,0.0005179125803987079,0.0003200127194953986
"Typing an email address is a pain in the ass with this app.
",1,700,"[-0.07579428943618832, -0.01688169284441641]",8,0.0028452997070786547,0.03139688803104529,0.008978731592735212,0.010338304763308694,0.1640454663514697,0.003458535742620128,0.3562633943485302,0.005185782527101895,0.41671016603084504,0.0005858075574057935,0.00019162334785917845
"One little thing annoys me tho: the auto correct is really stubborn!
",1,701,"[-0.11566005653830265, -0.10058187996848042]",6,0.0002796064285244598,0.0020370929531320255,0.0005258566884124279,0.017896690600909603,0.006498239945280145,0.00041639510057294045,0.7444780477023687,0.002055930324090825,0.2257142345582627,6.656012557392193e-05,3.134557287238571e-05
"There are plenty more like me - see your ""new features"" topics on your support pages. An option to disable this would restore 5 stars.
",1,702,"[0.09376561230583509, -0.03818756239114241]",4,0.00046559665703434726,0.0014856611539047335,0.003556292057904634,0.001901178359227161,0.9066404805665399,0.05797574122100993,0.015265361046031234,0.0082890337420431,0.0032614814778038057,0.0007826725948339452,0.00037650112366722393
"Only annoying bug on JB, is that whenever i reboot my phone, the keyboard reverts back to the JB one.
",1,703,"[-0.2393906508628263, 0.21230018008956972]",0,0.742926401746821,0.23243826872210008,0.0099202885453802,0.0008683255956085013,0.002390347572050975,0.0005877941418720399,0.0022306624044418108,0.00044989117476196397,0.007509203126352418,0.0005731747090202185,0.00010564226159067165
"Upgraded to an LG intuition and, while it still functions properly, it does not stretch across the screen.
",1,704,"[-0.11326276303934668, -0.0115727012051701]",8,0.001280793615919255,0.02037974244129552,0.002669212494523259,0.003708246986557315,0.018625747302018752,0.000777813953996564,0.06677087615580364,0.0012926808580353093,0.8842683363724965,0.00017143703652821422,5.511278282575292e-05
"For some reason, my nexus s defaults to Samsung keyboard and it really annoys.
",1,705,"[-0.1360660729026142, 0.28841234465106347]",0,0.9896356493250877,0.004925542542957575,0.004352933008641378,5.3994281669054466e-05,0.00026392569305046254,8.561646843182221e-05,0.00015343984676364638,3.986703375215022e-05,0.00032329973165881734,0.00014951666995610753,1.621539803116229e-05
"The latest update causes Chrome to constantly crash on the S2.
",1,706,"[-0.16468381792270373, -0.07319308674062255]",8,4.960979842945982e-05,0.00047593903921391633,6.599286995434486e-05,0.0009043164156470093,0.00038024174990441235,3.219705504728218e-05,0.0054024192188011026,0.00010656656030761042,0.9925724893736677,7.22326125458967e-06,3.004657772481232e-06
"Had to stop using this keyboard because it's made browsing impossibly slow and frustrating.
",1,707,"[-0.2301177064332892, 0.27365020727711153]",0,0.9858155990025065,0.010719948200446397,0.0018264120653710924,0.00010421087279966191,0.00031285541490569624,9.472920951910994e-05,0.0002534959695855013,6.200509085973225e-05,0.0006689283064556231,0.00012230895645204106,1.9506911098824484e-05
"On occasion, the words selection bar doesn't appear and the letters typed are not accepted by the application.
",1,708,"[-0.0969072458067945, -0.06953287070371145]",6,0.0003169893219089045,0.0026911261060305978,0.0007125761849122782,0.006303970679983703,0.011878948387863792,0.00047519600222236535,0.7382715039681272,0.0015597386779037047,0.23768561807318786,7.354229258972107e-05,3.079030527011762e-05
"when I reboot my phone (Nexus S) the stock android keyboard is the default one, so I have to go back to the settings to make swiftkey the default keyboard again.
",1,709,"[-0.16379561245871763, 0.33747850575217314]",0,0.9789779427807485,0.009641465298415133,0.007948956259580907,0.000191085458045071,0.0007451722756887567,0.0002837313760193856,0.0004762117832993238,0.00013987216531078818,0.0009641784142957704,0.0005663702885402459,6.50139000561732e-05
"Was great when first purchased but following an update it no longer works on my HTC Desire HD.
",1,710,"[-0.14200552885817894, -0.07238599226989825]",8,7.615610568212522e-05,0.0007227062422114785,0.00011992408510713568,0.0015381806243051682,0.0009233132070139556,6.35378251521243e-05,0.019970687252375365,0.0002135451354464906,0.9763538842566072,1.2754443086543615e-05,5.310823012448856e-06
"My use case: Type something and select one of the three suggestions on the top of the keyboard. In my scenario (three languages, de/en_US/he) this fails a lot (I think mostly with German words).
",1,711,"[-0.036610832777718316, -0.046491675310799216]",6,0.0007991374499891542,0.005495611722137799,0.003165069430939188,0.006619552213676803,0.3323068021851202,0.0028243995170612714,0.5913368131662796,0.005225719895509063,0.05181605891623373,0.0002956789875385293,0.00011515651551444971
"4 stars because no predictive text in web browser on JellyBean Galaxy S3 LTE.
",1,712,"[-0.07621086411097441, -0.11175600553607892]",6,1.272974757940934e-06,7.776748384514062e-06,3.021304670519699e-06,0.00011143642839104632,7.047963768400833e-05,3.5595029805076893e-06,0.9995351128999712,2.351411004339644e-05,0.00024318073022299816,4.269914661367548e-07,2.1867142742918064e-07
"Typing email addresses and other long but irregular words can be a pain.
",1,713,"[-0.12379817251420247, -0.072233514815984]",8,0.00023078890448316206,0.002108313894193907,0.00041835053532781686,0.004941479867995527,0.0042577171826301925,0.0002422885175433589,0.14290322519649654,0.0008232596599315757,0.8440121987616398,4.3976908707715696e-05,1.840057105040102e-05
"Deleted after a week or so as it was constantly irritating me and just wouldnt let certain words go .
",1,714,"[-0.12768343775935923, -0.19160922241787576]",3,6.964909998931655e-05,0.0003243265998611622,0.00011461399129447514,0.9637612879722357,0.0010252381535430192,0.00014935258241564862,0.0260862902725797,0.002001114599889507,0.006430550757914214,2.2917602327379523e-05,1.4658367949964333e-05
